#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
316642	5465	9049	111461	114511	SC22CB-5E3.5	-	PPARA	AIP	NR1C1|PPAR|PPARalpha|hPPAR	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Reconstituted Complex	physical	Sumanasekera WK (2003)	PUBMED:12482853	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q07869	F1D8S4	NP_005027|NP_001001928	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
437509	1956	9049	108276	114511	-	-	EGFR	AIP	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	PCA	physical	Deribe YL (2009)	PUBMED:20029029	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P00533	-	NP_001333829|NP_001333828|NP_958440|NP_005219|NP_001333827|NP_001333826|NP_958441|NP_001333870|NP_958439	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
469150	8517	9049	114089	114511	-	-	IKBKG	AIP	AMCBX1|FIP-3|FIP3|Fip3p|IKK-gamma|IMD33|IP|IP1|IP2|IPD2|NEMO|ZC2HC9	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Two-hybrid	physical	Ravasi T (2010)	PUBMED:20211142	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9Y6K9	A0A087X1B1	NP_003630|NP_001138727|NP_001364244|NP_001364243|NP_001364242|NP_001364241|NP_001308326|NP_001308325|NP_001093327|NP_001093326	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
487344	9049	3320	114511	109552	-	-	AIP	HSP90AA1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Reconstituted Complex	physical	Li J (2011)	PUBMED:21170051	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
487347	9049	10963	114511	116162	-	-	AIP	STIP1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	HEL-S-94n|HOP|IEF-SSP-3521|P60|STI1|STI1L	Reconstituted Complex	physical	Li J (2011)	PUBMED:21170051	9606	9606	Low Throughput	-	-	both complex with hsp90 in vitro	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	P31948	V9HW72	NP_001269581|NP_001269582|NP_006810	-	-	-	-	-	-	Homo sapiens	Homo sapiens
571900	9049	10672	114511	115914	-	-	AIP	GNA13	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	G13	Reconstituted Complex	physical	Nakata A (2009)	PUBMED:19390533	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	Q14344	A0A024R8M0	NP_006563|NP_001269354	-	-	-	-	-	-	Homo sapiens	Homo sapiens
594044	3665	9049	109873	114511	-	-	IRF7	AIP	IRF-7H|IRF7A|IRF7B|IRF7C|IRF7H	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Li S (2011)	PUBMED:21903422	9606	9606	High Throughput	-	-	exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG	-	BIOGRID	Q92985	A0A024RCA2|M9RSF4	NP_004022|NP_004020|NP_001563	O00170	-	NP_001289889|NP_001289888|NP_003968	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
594514	3665	9049	109873	114511	-	-	IRF7	AIP	IRF-7H|IRF7A|IRF7B|IRF7C|IRF7H	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Reconstituted Complex	physical	Li S (2011)	PUBMED:21903422	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92985	A0A024RCA2|M9RSF4	NP_004022|NP_004020|NP_001563	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
697277	196	9049	106699	114511	-	-	AHR	AIP	bHLHe76	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Two-hybrid	physical	Dunham EE (2006)	PUBMED:16582008	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P35869	A0A024R9Z8	NP_001612	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
721891	3320	9049	109552	114511	-	-	HSP90AA1	AIP	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-Western	physical	Schuelke JP (2010)	PUBMED:20661446	9606	9606	Low Throughput	-	-	SK-N-MC cell line	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	O00170	-	NP_001289889|NP_001289888|NP_003968	BTO:0000932	neuroblastoma cell line	cell line	DOID:769	neuroblastoma	-	Homo sapiens	Homo sapiens
721905	4306	9049	110451	114511	-	-	NR3C2	AIP	MCR|MLR|MR|NR3C2VIT	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-Western	physical	Schuelke JP (2010)	PUBMED:20661446	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P08235	B0ZBF6	NP_000892|NP_001159576	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
721925	10728	9049	115952	114511	-	-	PTGES3	AIP	P23|TEBP|cPGES	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-Western	physical	Schuelke JP (2010)	PUBMED:20661446	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q15185	A0A024RB32|A0A087WYT3	NP_006592|NP_001269534|NP_001269531|NP_001269530|NP_001269533|NP_001269532	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
751110	9049	2665	114511	108933	-	RP11-318E3.2	AIP	GDI2	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	HEL-S-46e|RABGDIB	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.804	-	Denoised score >= 0.75	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	P50395	Q6IAT1	NP_001108628|NP_001485	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829437	1457	9049	107841	114511	-	-	CSNK2A1	AIP	CK2A1|CKII|CSNK2A3	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Biochemical Activity	physical	Zhang M (2011)	PUBMED:22113938	9606	9606	High Throughput	-	Phosphorylation	-	-	BIOGRID	P68400	-	NP_808228|NP_001886|NP_001349700|NP_001349699|NP_808227	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
892700	9049	64581	114511	122206	-	UNQ539/PRO1082	AIP	CLEC7A	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	BGR|CANDF4|CLECSF12|DECTIN1	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	Q9BXN2	A0A024RAN9|Q68D78	NP_922940|NP_922938|NP_922945|NP_922939|NP_922941|NP_072092	-	-	-	-	-	-	Homo sapiens	Homo sapiens
913750	9701	9049	115053	114511	RP4-579N16.5	-	PPP6R2	AIP	KIAA0685|PP6R2|SAP190|SAPS2	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Proximity Label-MS	physical	Couzens AL (2013)	PUBMED:24255178	9606	9606	High Throughput	0.94	-	-	-	BIOGRID	O75170	-	NP_001229827|NP_001229829|NP_055493|NP_001229828	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
920027	3313	9049	109545	114511	-	-	HSPA9	AIP	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Co-fractionation	physical	Kristensen AR (2012)	PUBMED:22863883	9606	9606	High Throughput	-	-	-	-	BIOGRID	P38646	-	NP_004125	O00170	-	NP_001289889|NP_001289888|NP_003968	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
921172	9049	1968	114511	108287	-	-	AIP	EIF2S3	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	EIF2|EIF2G|EIF2gamma|eIF-2gA	Co-fractionation	physical	Kristensen AR (2012)	PUBMED:22863883	9606	9606	High Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	P41091	A0A024RBY4	NP_001406	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
922503	9049	3916	114511	110110	-	-	AIP	LAMP1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	CD107a|LAMPA|LGP120	Co-fractionation	physical	Kristensen AR (2012)	PUBMED:22863883	9606	9606	High Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	P11279	A0A024RDY3	NP_005552	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
941272	1025	9049	107459	114511	RP11-228B15.5	-	CDK9	AIP	C-2k|CDC2L4|CTK1|PITALRE|TAK	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Varjosalo M (2013)	PUBMED:23455922	9606	9606	High Throughput	-	-	exogenous expression of bait	-	BIOGRID	P50750	A0A024R880	NP_001252	O00170	-	NP_001289889|NP_001289888|NP_003968	BTO:0000007	HEK-293 cell	cell line	CL:0000066	epithelial cell	-	Homo sapiens	Homo sapiens
941540	26523	9049	117726	114511	RP4-789D17.1	-	AGO1	AIP	EIF2C|EIF2C1|GERP95|Q99	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Li S (2014)	PUBMED:24778252	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9UL18	-	NP_001304051|NP_001304052|NP_036331	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
942087	9049	26523	114511	117726	-	RP4-789D17.1	AIP	AGO1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	EIF2C|EIF2C1|GERP95|Q99	Affinity Capture-Western	physical	Li S (2014)	PUBMED:24778252	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	Q9UL18	-	NP_001304051|NP_001304052|NP_036331	-	-	-	-	-	-	Homo sapiens	Homo sapiens
949063	9049	11140	114511	116312	-	-	AIP	CDC37	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	P50CDC37	Affinity Capture-Luminescence	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	Q16543	A0A024R7B7	NP_008996	-	-	-	-	-	-	Homo sapiens	Homo sapiens
949064	9049	3320	114511	109552	-	-	AIP	HSP90AA1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Luminescence	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
949065	9049	3326	114511	109558	-	RP1-302G2.1	AIP	HSP90AB1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	D6S182|HSP84|HSP90B|HSPC2|HSPCB	Affinity Capture-Luminescence	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	P08238	A0A024RD80|Q6PK50|B4DGL0	NP_001258900|NP_001258901|NP_031381|NP_001258898|NP_001258899|NP_001358167	-	-	-	-	-	-	Homo sapiens	Homo sapiens
949066	9049	10869	114511	116078	-	-	AIP	USP19	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	ZMYND9	Affinity Capture-Luminescence	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	O94966	-	NP_001186090|NP_001186091|NP_001338029|NP_001186089|NP_006668|NP_001338028|NP_001338030|NP_001338031|NP_001338027|NP_001338033|NP_001338032|NP_001338035|NP_001338034|NP_001338037|NP_001338036	-	-	-	-	-	-	Homo sapiens	Homo sapiens
949067	9049	55191	114511	120488	-	-	AIP	NADSYN1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	-	Affinity Capture-Luminescence	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	Q6IA69	-	NP_060631	-	-	-	-	-	-	Homo sapiens	Homo sapiens
949068	9049	10728	114511	115952	-	-	AIP	PTGES3	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	P23|TEBP|cPGES	Affinity Capture-Luminescence	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	Q15185	A0A024RB32|A0A087WYT3	NP_006592|NP_001269534|NP_001269531|NP_001269530|NP_001269533|NP_001269532	-	-	-	-	-	-	Homo sapiens	Homo sapiens
949069	9049	55172	114511	120471	-	-	AIP	DNAAF2	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	C14orf104|CILD10|KTU|PF13	Affinity Capture-Luminescence	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	Q9NVR5	-	NP_001077377|NP_060609	-	-	-	-	-	-	Homo sapiens	Homo sapiens
949143	11140	9049	116312	114511	-	-	CDC37	AIP	P50CDC37	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-Luminescence	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16543	A0A024R7B7	NP_008996	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
949321	3326	9049	109558	114511	RP1-302G2.1	-	HSP90AB1	AIP	D6S182|HSP84|HSP90B|HSPC2|HSPCB	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-Luminescence	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P08238	A0A024RD80|Q6PK50|B4DGL0	NP_001258900|NP_001258901|NP_031381|NP_001258898|NP_001258899|NP_001358167	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
949506	10910	9049	116115	114511	RP11-93H24.2	-	SUGT1	AIP	SGT1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-Luminescence	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y2Z0	-	NP_001124384|NP_006695|NP_001307760	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
949726	10910	9049	116115	114511	RP11-93H24.2	-	SUGT1	AIP	SGT1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y2Z0	-	NP_001124384|NP_006695|NP_001307760	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
949817	9049	11140	114511	116312	-	-	AIP	CDC37	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	P50CDC37	Affinity Capture-MS	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	Q16543	A0A024R7B7	NP_008996	-	-	-	-	-	-	Homo sapiens	Homo sapiens
949818	9049	3320	114511	109552	-	-	AIP	HSP90AA1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-MS	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
949825	9049	3326	114511	109558	-	RP1-302G2.1	AIP	HSP90AB1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	D6S182|HSP84|HSP90B|HSPC2|HSPCB	Affinity Capture-MS	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	P08238	A0A024RD80|Q6PK50|B4DGL0	NP_001258900|NP_001258901|NP_031381|NP_001258898|NP_001258899|NP_001358167	-	-	-	-	-	-	Homo sapiens	Homo sapiens
949856	11140	9049	116312	114511	-	-	CDC37	AIP	P50CDC37	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16543	A0A024R7B7	NP_008996	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
949984	9049	10869	114511	116078	-	-	AIP	USP19	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	ZMYND9	Affinity Capture-MS	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	O94966	-	NP_001186090|NP_001186091|NP_001338029|NP_001186089|NP_006668|NP_001338028|NP_001338030|NP_001338031|NP_001338027|NP_001338033|NP_001338032|NP_001338035|NP_001338034|NP_001338037|NP_001338036	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950005	9049	55191	114511	120488	-	-	AIP	NADSYN1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	-	Affinity Capture-MS	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	Q6IA69	-	NP_060631	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950020	9049	10728	114511	115952	-	-	AIP	PTGES3	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	P23|TEBP|cPGES	Affinity Capture-MS	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	Q15185	A0A024RB32|A0A087WYT3	NP_006592|NP_001269534|NP_001269531|NP_001269530|NP_001269533|NP_001269532	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950081	9049	55172	114511	120471	-	-	AIP	DNAAF2	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	C14orf104|CILD10|KTU|PF13	Affinity Capture-MS	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	Q9NVR5	-	NP_001077377|NP_060609	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950106	3326	9049	109558	114511	RP1-302G2.1	-	HSP90AB1	AIP	D6S182|HSP84|HSP90B|HSPC2|HSPCB	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P08238	A0A024RD80|Q6PK50|B4DGL0	NP_001258900|NP_001258901|NP_031381|NP_001258898|NP_001258899|NP_001358167	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1036574	9049	2776	114511	109038	-	RP11-494N1.1	AIP	GNAQ	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	CMC1|G-ALPHA-q|GAQ|SWS	Reconstituted Complex	physical	Nakata A (2009)	PUBMED:19390533	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	P50148	A0A024R240	NP_002063	-	-	-	-	-	-	Homo sapiens	Homo sapiens
